EMPRESA,Nombre_Especie,estacion,Unidad,Tipo_eq,Sigla,ano,Mes,Fecha,Cod_Sip,Predio,cod_emsefor,Emsefor,Dens,M3_Arb,M3_HA,T_EFEC,T_PERD,dias_trab,N__Trab,H_H_efectivas,Vol_NOC,Volumen_H_H,Superficie_Total,Coor_X,Coor_Y,dia,otono,invierno,primavera,verano,season,inclinacion
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS41,2010,6,2010-06-15,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.075504706146356,0.5291502622129182,16.076219110291447,5.0,3.0,9.0,4.0,4.47213595499958,24.0,1.2,,654790.172677714,5866971.53547617,15,1,0,0,0,otono,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS41,2010,6,2010-06-17,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.075504706146356,0.5291502622129182,16.076219110291447,6.0,2.0,9.0,4.0,4.898979485566356,58.0,2.4166666667,,654790.172677714,5866971.53547617,17,1,0,0,0,otono,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS41,2010,6,2010-06-19,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.075504706146356,0.5291502622129182,16.076219110291447,6.0,0.0,9.0,4.0,4.898979485566356,33.0,1.375,,654790.172677714,5866971.53547617,19,1,0,0,0,otono,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS41,2010,6,2010-06-21,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.075504706146356,0.5291502622129182,16.076219110291447,6.0,2.0,9.0,4.0,4.898979485566356,34.0,1.4166666666999999,,654790.172677714,5866971.53547617,21,0,1,0,0,invierno,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS41,2010,6,2010-06-24,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.075504706146356,0.5291502622129182,16.076219110291447,8.0,0.0,9.0,4.0,5.656854249492381,52.0,1.625,,654790.172677714,5866971.53547617,24,0,1,0,0,invierno,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS41,2010,6,2010-06-26,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.075504706146356,0.5291502622129182,16.076219110291447,8.0,2.0,9.0,4.0,5.656854249492381,29.0,0.90625,,654790.172677714,5866971.53547617,26,0,1,0,0,invierno,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS41,2010,7,2010-07-24,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.075504706146356,0.5291502622129182,16.076219110291447,5.0,0.0,5.0,4.4,4.69041575982343,65.0,2.9545454545,,654790.172677714,5866971.53547617,24,0,1,0,0,invierno,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS41,2010,6,2010-06-14,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.067888030486971,0.5291502622129182,16.084023751574104,5.0,3.0,9.0,4.0,4.47213595499958,15.0,0.75,,654790.172677714,5866971.53547617,14,1,0,0,0,otono,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS41,2010,6,2010-06-29,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.067888030486971,0.5291502622129182,16.084023751574104,8.0,0.0,9.0,4.0,5.656854249492381,64.0,2.0,,654790.172677714,5866971.53547617,29,0,1,0,0,invierno,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS41,2010,6,2010-06-30,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.067888030486971,0.5291502622129182,16.084023751574104,6.0,2.0,9.0,4.0,4.898979485566356,78.0,3.25,,654790.172677714,5866971.53547617,30,0,1,0,0,invierno,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS41,2010,7,2010-07-13,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.067888030486971,0.5291502622129182,16.084023751574104,7.0,1.0,5.0,4.4,5.549774770204643,72.0,2.3376623377000003,,654790.172677714,5866971.53547617,13,0,1,0,0,invierno,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS41,2010,7,2010-07-19,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.067888030486971,0.5291502622129182,16.084023751574104,7.0,1.0,5.0,4.4,5.549774770204643,70.0,2.2727272727,,654790.172677714,5866971.53547617,19,0,1,0,0,invierno,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS41,2010,7,2010-07-14,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.067888030486971,0.5291502622129182,16.084023751574104,8.0,1.0,5.0,4.4,5.932958789676531,78.0,2.2159090909,,654790.172677714,5866971.53547617,14,0,1,0,0,invierno,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS41,2010,7,2010-07-15,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.067888030486971,0.5291502622129182,16.084023751574104,5.0,3.0,5.0,4.4,4.69041575982343,50.0,2.2727272727,,654790.172677714,5866971.53547617,15,0,1,0,0,invierno,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS42,2010,6,2010-06-21,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.075504706146356,0.5291502622129182,16.076219110291447,8.0,8.0,7.0,4.3333333333,5.887840577554729,15.0,0.43269230770000006,,654790.172677714,5866971.53547617,21,0,1,0,0,invierno,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS42,2010,6,2010-06-18,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.075504706146356,0.5291502622129182,16.076219110291447,8.0,1.0,7.0,4.3333333333,5.887840577554729,48.0,1.3846153846,,654790.172677714,5866971.53547617,18,1,0,0,0,otono,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS42,2010,6,2010-06-26,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.075504706146356,0.5291502622129182,16.076219110291447,7.0,1.0,7.0,4.3333333333,5.507570547283076,126.0,4.1538461538,,654790.172677714,5866971.53547617,26,0,1,0,0,invierno,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS42,2010,6,2010-06-16,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.075504706146356,0.5291502622129182,16.076219110291447,4.0,4.0,7.0,4.3333333333,4.163331998928262,22.0,1.2692307692,,654790.172677714,5866971.53547617,16,1,0,0,0,otono,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS42,2010,6,2010-06-19,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.075504706146356,0.5291502622129182,16.076219110291447,2.0,4.0,7.0,4.3333333333,2.94392028878161,88.0,10.1538461538,,654790.172677714,5866971.53547617,19,1,0,0,0,otono,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS42,2010,6,2010-06-14,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.067888030486971,0.5291502622129182,16.084023751574104,3.0,5.0,7.0,4.3333333333,3.605551275463989,10.0,0.7692307692,,654790.172677714,5866971.53547617,14,1,0,0,0,otono,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS42,2010,6,2010-06-29,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.067888030486971,0.5291502622129182,16.084023751574104,8.0,0.0,7.0,4.3333333333,5.887840577554729,66.0,1.9038461538,,654790.172677714,5866971.53547617,29,0,1,0,0,invierno,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS43,2010,6,2010-06-14,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.075504706146356,0.5291502622129182,16.076219110291447,5.0,3.0,8.0,4.625,4.808846015417836,10.0,0.4324324324,,654790.172677714,5866971.53547617,14,1,0,0,0,otono,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS43,2010,6,2010-06-25,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.075504706146356,0.5291502622129182,16.076219110291447,5.0,3.0,8.0,4.625,4.808846015417836,62.0,2.6810810811000003,,654790.172677714,5866971.53547617,25,0,1,0,0,invierno,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS43,2010,6,2010-06-19,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.075504706146356,0.5291502622129182,16.076219110291447,2.0,4.0,8.0,4.625,3.0413812651491097,96.0,10.3783783784,,654790.172677714,5866971.53547617,19,1,0,0,0,otono,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS43,2010,6,2010-06-21,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.075504706146356,0.5291502622129182,16.076219110291447,7.0,1.0,8.0,4.625,5.689903338370521,47.0,1.4517374517,,654790.172677714,5866971.53547617,21,0,1,0,0,invierno,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS43,2010,6,2010-06-23,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.075504706146356,0.5291502622129182,16.076219110291447,7.0,1.0,8.0,4.625,5.689903338370521,57.0,1.7606177606,,654790.172677714,5866971.53547617,23,0,1,0,0,invierno,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS43,2010,6,2010-06-26,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.075504706146356,0.5291502622129182,16.076219110291447,8.0,0.0,8.0,4.625,6.082762530298219,76.0,2.0540540541,,654790.172677714,5866971.53547617,26,0,1,0,0,invierno,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS43,2010,6,2010-06-29,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.075504706146356,0.5291502622129182,16.076219110291447,7.0,1.0,8.0,4.625,5.689903338370521,68.0,2.1003861003999997,,654790.172677714,5866971.53547617,29,0,1,0,0,invierno,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS43,2010,6,2010-06-30,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.075504706146356,0.5291502622129182,16.076219110291447,4.0,4.0,8.0,4.625,4.301162633521313,109.0,5.8918918919,,654790.172677714,5866971.53547617,30,0,1,0,0,invierno,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS43,2010,7,2010-07-07,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.067888030486971,0.5291502622129182,16.084023751574104,7.0,1.0,2.0,6.0,6.48074069840786,54.0,1.2857142857,,654790.172677714,5866971.53547617,7,0,1,0,0,invierno,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,FS43,2010,7,2010-07-28,21378,MAQUEHUA 2,4570,AGRICOLA Y FORESTAL DEL SUR LTDA.,7.067888030486971,0.5291502622129182,16.084023751574104,8.0,0.0,2.0,6.0,6.928203230275509,100.0,2.0833333333,,654790.172677714,5866971.53547617,28,0,1,0,0,invierno,0
BASA,EUCA GLOBULUS,invierno,Raleo,Skidder Huinche,M5,2009,5,2009-05-30,20015,CRUCES  MARIA LAS,45420,EMPRESA MARQUEZ Y FIGUEROA LIMITADA,7.279150614369702,0.565685424949238,22.15273189187735,7.5,0.0,1.0,12.7142857143,9.76509820007459,28.0,0.2936329588,,662874.748923707,5878739.82552439,30,1,0,0,0,otono,0
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y60,2010,6,2010-06-21,21374,CHIVILINGO 2,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.2158771813106855,0.4242640687119285,15.185701486141495,8.0,0.0,6.0,6.0,6.928203230275509,83.5,1.7395833333000001,,664852.083844193,5887332.56071366,21,0,1,0,0,invierno,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y60,2010,6,2010-06-23,21374,CHIVILINGO 2,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.2158771813106855,0.4242640687119285,15.185701486141495,8.0,0.0,6.0,6.0,6.928203230275509,89.0,1.8541666666999999,,664852.083844193,5887332.56071366,23,0,1,0,0,invierno,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y60,2010,6,2010-06-24,21374,CHIVILINGO 2,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.2158771813106855,0.4242640687119285,15.185701486141495,8.0,0.0,6.0,6.0,6.928203230275509,37.4,0.7791666667,,664852.083844193,5887332.56071366,24,0,1,0,0,invierno,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y60,2010,6,2010-06-25,21374,CHIVILINGO 2,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.2158771813106855,0.4242640687119285,15.185701486141495,5.0,3.0,6.0,6.0,5.477225575051661,22.0,0.7333333333,,664852.083844193,5887332.56071366,25,0,1,0,0,invierno,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y60,2010,6,2010-06-29,21374,CHIVILINGO 2,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.2158771813106855,0.4242640687119285,15.185701486141495,8.0,0.0,6.0,6.0,6.928203230275509,24.3,0.50625,,664852.083844193,5887332.56071366,29,0,1,0,0,invierno,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y60,2010,7,2010-07-02,21374,CHIVILINGO 2,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.2158771813106855,0.4242640687119285,15.185701486141495,8.0,0.0,6.0,6.166666666699999,7.02376916856612,41.0,0.8310810811,,664852.083844193,5887332.56071366,2,0,1,0,0,invierno,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y60,2010,7,2010-07-08,21374,CHIVILINGO 2,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.2158771813106855,0.4242640687119285,15.185701486141495,8.0,0.0,6.0,6.166666666699999,7.02376916856612,36.7,0.7439189189000001,,664852.083844193,5887332.56071366,8,0,1,0,0,invierno,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y60,2010,7,2010-07-09,21374,CHIVILINGO 2,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.2158771813106855,0.4242640687119285,15.185701486141495,8.0,0.0,6.0,6.166666666699999,7.02376916856612,48.3,0.9790540541,,664852.083844193,5887332.56071366,9,0,1,0,0,invierno,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y60,2010,7,2010-07-19,21374,CHIVILINGO 2,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.2158771813106855,0.4242640687119285,15.185701486141495,8.0,0.0,6.0,6.166666666699999,7.02376916856612,35.0,0.7094594595,,664852.083844193,5887332.56071366,19,0,1,0,0,invierno,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y60,2010,7,2010-07-23,21374,CHIVILINGO 2,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.2158771813106855,0.4242640687119285,15.185701486141495,8.0,0.0,6.0,6.166666666699999,7.02376916856612,23.3,0.4722972973,,664852.083844193,5887332.56071366,23,0,1,0,0,invierno,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y60,2010,7,2010-07-29,21374,CHIVILINGO 2,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.2158771813106855,0.4242640687119285,15.185701486141495,3.0,5.0,6.0,6.166666666699999,4.301162633521313,15.0,0.8108108108,,664852.083844193,5887332.56071366,29,0,1,0,0,invierno,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y60,2010,5,2010-05-08,20015,CRUCES  MARIA LAS,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.409639639524934,0.5385164807134504,18.761749655138775,6.0,2.0,12.0,5.5,5.744562646538029,27.0,0.8181818181999999,,662874.748923707,5878739.82552439,8,1,0,0,0,otono,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y60,2010,5,2010-05-03,20015,CRUCES  MARIA LAS,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.409639639524934,0.5385164807134504,18.761749655138775,8.0,0.0,12.0,5.5,6.6332495807108,40.0,0.9090909091,,662874.748923707,5878739.82552439,3,1,0,0,0,otono,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y60,2010,5,2010-05-04,20015,CRUCES  MARIA LAS,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.409639639524934,0.5385164807134504,18.761749655138775,6.0,2.0,12.0,5.5,5.744562646538029,29.5,0.8939393939,,662874.748923707,5878739.82552439,4,1,0,0,0,otono,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y60,2010,5,2010-05-05,20015,CRUCES  MARIA LAS,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.409639639524934,0.5385164807134504,18.761749655138775,8.0,0.0,12.0,5.5,6.6332495807108,25.0,0.5681818182,,662874.748923707,5878739.82552439,5,1,0,0,0,otono,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y60,2010,5,2010-05-07,20015,CRUCES  MARIA LAS,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.409639639524934,0.5385164807134504,18.761749655138775,8.0,0.0,12.0,5.5,6.6332495807108,41.0,0.9318181818000001,,662874.748923707,5878739.82552439,7,1,0,0,0,otono,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y60,2010,5,2010-05-10,20015,CRUCES  MARIA LAS,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.409639639524934,0.5385164807134504,18.761749655138775,6.0,2.0,12.0,5.5,5.744562646538029,31.7,0.9606060606,,662874.748923707,5878739.82552439,10,1,0,0,0,otono,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y60,2010,5,2010-05-11,20015,CRUCES  MARIA LAS,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.409639639524934,0.5385164807134504,18.761749655138775,6.0,2.0,12.0,5.5,5.744562646538029,28.8,0.8727272727,,662874.748923707,5878739.82552439,11,1,0,0,0,otono,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y60,2010,5,2010-05-12,20015,CRUCES  MARIA LAS,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.409639639524934,0.5385164807134504,18.761749655138775,8.0,0.0,12.0,5.5,6.6332495807108,52.0,1.1818181818,,662874.748923707,5878739.82552439,12,1,0,0,0,otono,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y60,2010,5,2010-05-13,20015,CRUCES  MARIA LAS,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.409639639524934,0.5385164807134504,18.761749655138775,6.0,2.0,12.0,5.5,5.744562646538029,23.0,0.696969697,,662874.748923707,5878739.82552439,13,1,0,0,0,otono,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y60,2010,5,2010-05-14,20015,CRUCES  MARIA LAS,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.409639639524934,0.5385164807134504,18.761749655138775,8.0,0.0,12.0,5.5,6.6332495807108,28.0,0.6363636364,,662874.748923707,5878739.82552439,14,1,0,0,0,otono,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y60,2010,5,2010-05-17,20015,CRUCES  MARIA LAS,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.409639639524934,0.5385164807134504,18.761749655138775,5.0,3.0,12.0,5.5,5.244044240850758,25.0,0.9090909091,,662874.748923707,5878739.82552439,17,1,0,0,0,otono,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y61,2010,5,2010-05-20,21374,CHIVILINGO 2,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.2158771813106855,0.4242640687119285,15.185701486141495,8.0,0.0,12.0,5.583333333300001,6.683312551923635,170.0,3.8059701493,,664852.083844193,5887332.56071366,20,1,0,0,0,otono,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y61,2010,6,2010-06-18,21374,CHIVILINGO 2,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.2158771813106855,0.4242640687119285,15.185701486141495,8.0,0.0,8.0,5.875,6.855654600401044,83.91,1.7853191488999998,,664852.083844193,5887332.56071366,18,1,0,0,0,otono,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y61,2010,6,2010-06-14,21374,CHIVILINGO 2,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.2158771813106855,0.4242640687119285,15.185701486141495,8.0,0.0,8.0,5.875,6.855654600401044,83.6,1.7787234043,,664852.083844193,5887332.56071366,14,1,0,0,0,otono,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y61,2010,6,2010-06-21,21374,CHIVILINGO 2,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.2158771813106855,0.4242640687119285,15.185701486141495,8.0,0.0,8.0,5.875,6.855654600401044,79.1,1.6829787234,,664852.083844193,5887332.56071366,21,0,1,0,0,invierno,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y61,2010,6,2010-06-23,21374,CHIVILINGO 2,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.2158771813106855,0.4242640687119285,15.185701486141495,8.0,0.0,8.0,5.875,6.855654600401044,72.8,1.5489361702000002,,664852.083844193,5887332.56071366,23,0,1,0,0,invierno,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y61,2010,6,2010-06-24,21374,CHIVILINGO 2,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.2158771813106855,0.4242640687119285,15.185701486141495,8.0,0.0,8.0,5.875,6.855654600401044,43.7,0.9297872340000001,,664852.083844193,5887332.56071366,24,0,1,0,0,invierno,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y61,2010,6,2010-06-25,21374,CHIVILINGO 2,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.2158771813106855,0.4242640687119285,15.185701486141495,5.0,3.0,8.0,5.875,5.4198708471697,22.0,0.7489361701999999,,664852.083844193,5887332.56071366,25,0,1,0,0,invierno,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y61,2010,6,2010-06-29,21374,CHIVILINGO 2,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.2158771813106855,0.4242640687119285,15.185701486141495,8.0,0.0,8.0,5.875,6.855654600401044,132.3,2.814893617,,664852.083844193,5887332.56071366,29,0,1,0,0,invierno,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y61,2010,7,2010-07-02,21374,CHIVILINGO 2,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.2158771813106855,0.4242640687119285,15.185701486141495,8.0,0.0,3.0,6.0,6.928203230275509,52.0,1.0833333333,,664852.083844193,5887332.56071366,2,0,1,0,0,invierno,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y61,2010,7,2010-07-07,21374,CHIVILINGO 2,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.2158771813106855,0.4242640687119285,15.185701486141495,6.0,2.0,3.0,6.0,6.0,20.0,0.5555555556,,664852.083844193,5887332.56071366,7,0,1,0,0,invierno,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y61,2010,7,2010-07-14,21374,CHIVILINGO 2,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.2158771813106855,0.4242640687119285,15.185701486141495,8.0,0.0,3.0,6.0,6.928203230275509,61.0,1.2708333333,,664852.083844193,5887332.56071366,14,0,1,0,0,invierno,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y61,2010,5,2010-05-03,20015,CRUCES  MARIA LAS,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.409639639524934,0.5385164807134504,18.761749655138775,8.0,0.0,12.0,5.583333333300001,6.683312551923635,40.0,0.8955223881000001,,662874.748923707,5878739.82552439,3,1,0,0,0,otono,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y61,2010,5,2010-05-06,20015,CRUCES  MARIA LAS,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.409639639524934,0.5385164807134504,18.761749655138775,6.0,2.0,12.0,5.583333333300001,5.787918451395113,17.0,0.5074626865999999,,662874.748923707,5878739.82552439,6,1,0,0,0,otono,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y61,2010,5,2010-05-07,20015,CRUCES  MARIA LAS,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.409639639524934,0.5385164807134504,18.761749655138775,8.0,0.0,12.0,5.583333333300001,6.683312551923635,39.0,0.8731343284,,662874.748923707,5878739.82552439,7,1,0,0,0,otono,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y61,2010,5,2010-05-08,20015,CRUCES  MARIA LAS,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.409639639524934,0.5385164807134504,18.761749655138775,8.0,0.0,12.0,5.583333333300001,6.683312551923635,31.5,0.7052238806000001,,662874.748923707,5878739.82552439,8,1,0,0,0,otono,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y61,2010,5,2010-05-04,20015,CRUCES  MARIA LAS,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.409639639524934,0.5385164807134504,18.761749655138775,4.0,4.0,12.0,5.583333333300001,4.725815626249082,22.0,0.9850746269,,662874.748923707,5878739.82552439,4,1,0,0,0,otono,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y61,2010,5,2010-05-10,20015,CRUCES  MARIA LAS,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.409639639524934,0.5385164807134504,18.761749655138775,5.0,3.0,12.0,5.583333333300001,5.283622494718941,26.8,0.96,,662874.748923707,5878739.82552439,10,1,0,0,0,otono,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y61,2010,5,2010-05-11,20015,CRUCES  MARIA LAS,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.409639639524934,0.5385164807134504,18.761749655138775,6.0,2.0,12.0,5.583333333300001,5.787918451395113,30.0,0.8955223881000001,,662874.748923707,5878739.82552439,11,1,0,0,0,otono,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y61,2010,5,2010-05-12,20015,CRUCES  MARIA LAS,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.409639639524934,0.5385164807134504,18.761749655138775,6.0,2.0,12.0,5.583333333300001,5.787918451395113,28.6,0.8537313433,,662874.748923707,5878739.82552439,12,1,0,0,0,otono,1
BASA,EUCA GLOBULUS,invierno,Raleo,Torre 300 mts,Y61,2010,5,2010-05-13,20015,CRUCES  MARIA LAS,3581,SOCIEDAD FORESTAL FASI LIMITADA,7.409639639524934,0.5385164807134504,18.761749655138775,6.0,2.0,12.0,5.583333333300001,5.787918451395113,21.5,0.6417910447999999,,662874.748923707,5878739.82552439,13,1,0,0,0,otono,1
